Sample_ID,Temperature,DO,pH,Turbidity,BOD,Conductivity,Ammonia,Nitrate,Hardness,COD,CO2,Alkalinity,Activity_Level,No_of_Disease_Occurrences,Disease_Risk,Status
213,28.26,6.19,7.59,3.71,2.42,501.2,0.025,28.19,78.5,21.24,6.06,116.4,0.787,0,0.088,Healthy
214,30.86,5.74,7.89,1.54,5.62,385.2,0.0,30.76,59.7,13.59,2.11,89.5,0.851,0,0.066,Healthy
215,28.8,5.65,7.49,3.33,4.73,456.9,0.051,17.05,136.9,19.43,10.07,118.2,0.834,0,0.106,Healthy
216,31.15,5.43,7.29,0.1,1.12,565.8,0.032,25.97,119.9,25.71,5.72,93.2,0.584,0,0.102,Healthy
217,27.73,5.71,7.46,4.88,4.53,303.6,0.038,34.77,83.1,13.64,4.56,114.5,0.723,0,0.116,Healthy
218,29.9,6.2,7.46,3.32,1.87,470.3,0.055,26.25,88.7,10.94,10.44,109.4,0.645,0,0.134,Healthy
219,30.9,7.11,7.58,1.88,3.27,523.9,0.011,30.8,80.4,23.47,2.68,113.4,0.569,0,0.08,Healthy
220,28.62,6.55,7.36,4.06,2.81,375.3,0.0,17.28,105.4,21.46,7.75,118.1,0.878,0,0.056,Healthy
221,28.33,6.99,7.34,1.13,3.05,504.1,0.0,22.78,127.2,20.42,7.08,94.2,0.81,0,0.044,Healthy
222,29.7,6.11,6.92,0.3,3.51,460.7,0.0,36.59,109.1,23.55,6.09,104.8,0.602,0,0.1,Healthy
223,27.56,6.28,7.9,1.74,4.33,398.3,0.055,31.73,96.8,5.0,8.87,96.8,0.827,0,0.139,Healthy
224,26.26,6.83,7.3,3.08,3.73,395.5,0.061,1.79,120.4,13.58,6.56,112.4,0.768,0,0.142,Healthy
225,29.94,7.32,7.64,1.67,5.21,500.5,0.024,16.18,124.6,15.11,4.36,89.7,0.932,0,0.063,Healthy
226,30.53,6.7,7.65,6.02,5.44,474.9,0.037,22.53,81.4,20.62,2.86,80.0,0.881,0,0.117,Healthy
227,30.66,6.57,7.2,2.64,3.29,425.6,0.044,26.37,90.2,26.23,3.34,104.2,0.866,0,0.118,Healthy
228,29.14,6.56,7.51,3.73,3.79,414.1,0.026,28.17,85.0,20.71,2.35,102.8,0.89,0,0.072,Healthy
229,28.47,6.04,7.63,3.51,3.46,326.5,0.016,25.08,111.2,22.99,4.76,145.0,0.719,0,0.087,Healthy
230,29.33,7.48,7.89,2.75,4.78,452.6,0.03,26.85,98.8,5.23,8.46,100.4,0.655,0,0.131,Healthy
231,27.66,5.73,7.72,4.81,4.69,374.7,0.024,30.97,84.3,17.2,4.33,83.1,0.664,0,0.122,Healthy
232,26.39,7.72,6.99,5.44,1.86,494.1,0.01,17.04,86.6,11.99,4.33,91.5,0.498,0,0.155,Healthy
233,27.42,7.16,7.3,3.31,2.34,462.8,0.047,18.43,85.3,5.0,3.36,59.8,0.728,0,0.131,Healthy
234,31.15,7.23,7.39,3.75,4.77,547.5,0.041,39.18,62.9,16.82,8.39,133.8,0.619,0,0.128,Healthy
235,28.14,6.4,8.05,4.84,4.36,293.1,0.027,28.69,110.5,17.05,2.3,63.5,0.529,0,0.172,Healthy
236,25.37,7.01,7.23,2.82,4.42,537.2,0.054,21.2,90.3,16.63,3.84,138.0,0.86,0,0.13,Healthy
237,27.41,5.28,8.05,2.89,3.84,435.2,0.022,23.99,97.8,7.04,9.6,112.8,0.608,0,0.144,Healthy
238,29.36,5.47,7.61,2.25,4.92,464.6,0.01,23.89,109.6,33.33,6.62,147.5,0.797,0,0.061,Healthy
239,29.0,6.08,7.48,35.24,4.77,347.8,0.0,28.9,75.5,25.09,4.74,82.9,0.514,0,0.315,Healthy
240,29.1,5.59,7.36,14.17,4.94,416.9,0.0,27.5,102.8,32.24,1.94,91.9,0.602,0,0.16,Healthy
241,26.95,6.1,7.93,33.47,4.49,491.0,0.024,34.93,126.0,10.81,6.11,115.9,0.614,0,0.363,Healthy
242,28.95,5.92,7.41,31.28,4.88,257.6,0.019,14.49,115.4,33.43,7.8,98.7,0.767,0,0.29,Healthy
243,30.41,6.03,8.56,26.62,3.61,314.4,0.01,18.25,94.7,16.82,4.4,110.3,0.519,0,0.366,Healthy
244,28.04,6.76,6.72,36.91,3.65,360.0,0.033,26.05,98.8,18.7,11.29,64.4,0.508,0,0.445,Healthy
245,30.56,5.84,7.48,10.56,4.2,431.6,0.0,23.7,100.2,23.76,4.74,95.4,0.474,0,0.134,Healthy
246,27.38,6.07,8.23,20.75,2.23,417.8,0.047,18.14,133.8,13.23,4.43,75.1,0.67,0,0.32,Healthy
247,29.64,6.05,7.81,12.73,4.25,413.1,0.021,38.74,80.6,24.85,4.81,123.4,0.557,0,0.196,Healthy
248,28.65,7.23,7.59,32.16,5.46,443.8,0.005,23.47,99.4,14.5,7.04,82.1,0.732,0,0.283,Healthy
249,29.96,6.44,6.62,31.09,5.63,435.9,0.02,22.94,94.2,26.67,7.08,100.1,0.386,0,0.408,Healthy
250,28.5,6.28,7.23,32.93,4.09,514.2,0.0,29.49,76.7,25.05,6.15,97.1,0.373,0,0.337,Healthy
251,31.09,6.4,7.91,3.82,4.4,518.7,0.057,42.17,147.3,9.43,5.56,89.9,0.662,0,0.174,Healthy
252,27.38,5.38,6.08,4.63,5.41,469.6,0.034,23.48,142.9,15.22,8.48,85.3,0.313,0,0.288,Healthy
253,28.71,6.3,7.34,1.34,3.8,409.9,0.021,26.92,107.8,30.1,5.08,82.9,0.459,0,0.106,Healthy
254,27.69,7.16,8.53,2.78,2.76,413.6,0.055,19.7,103.8,28.69,6.93,88.5,0.495,0,0.243,Healthy
255,29.63,6.69,7.98,2.21,2.71,395.6,0.021,16.3,134.7,18.8,6.94,100.2,0.75,0,0.116,Healthy
256,27.18,5.77,7.94,3.57,4.99,380.8,0.048,18.78,81.2,22.23,8.45,76.0,0.867,0,0.144,Healthy
257,28.61,4.72,7.43,2.81,4.62,487.6,0.037,30.4,121.2,13.02,4.55,121.3,0.834,0,0.091,Healthy
258,28.13,5.97,7.82,1.17,4.43,459.3,0.041,16.48,92.6,5.0,2.72,112.3,0.482,0,0.144,Healthy
259,27.11,6.24,7.44,3.53,5.78,475.3,0.003,16.99,106.9,17.35,5.27,112.2,0.863,0,0.05,Healthy
260,29.7,6.9,7.61,4.41,4.15,544.4,0.033,36.58,90.6,12.89,8.75,117.2,1.0,0,0.085,Healthy
261,27.39,6.8,7.32,5.78,2.13,398.0,0.009,41.31,94.8,16.18,6.73,93.9,0.767,0,0.097,Healthy
262,30.21,5.65,7.6,4.43,3.77,529.1,0.052,32.26,81.8,27.31,4.5,118.7,0.88,0,0.119,Healthy
263,28.76,6.7,7.91,4.41,3.4,483.8,0.029,17.02,122.8,16.13,6.85,108.4,0.863,0,0.124,Healthy
264,32.02,8.19,7.72,4.01,2.95,446.4,0.031,32.3,58.0,28.35,6.91,125.6,0.642,0,0.127,Healthy
265,27.67,5.99,7.2,2.65,4.3,502.3,0.031,21.97,73.6,17.17,3.93,86.5,0.698,0,0.119,Healthy
266,27.53,7.6,7.45,4.85,4.43,497.8,0.018,16.38,105.7,10.92,6.43,76.3,0.812,0,0.083,Healthy
267,28.6,5.72,7.36,1.76,3.08,399.0,0.01,20.33,120.3,15.05,8.56,73.6,0.832,0,0.056,Healthy
268,29.73,7.02,7.19,4.32,2.58,411.7,0.0,27.21,53.9,5.0,4.86,105.8,0.649,0,0.099,Healthy
269,28.4,5.56,7.18,2.9,4.32,457.1,0.01,16.04,142.6,29.84,2.36,103.7,0.742,0,0.092,Healthy
270,29.67,6.5,7.97,4.68,3.77,459.8,0.017,34.54,55.3,5.0,5.14,141.6,0.793,0,0.124,Healthy
271,29.6,5.9,7.78,3.26,4.09,456.8,0.03,29.05,72.1,28.29,5.49,61.3,0.734,0,0.117,Healthy
272,28.77,7.78,7.06,2.69,4.09,426.9,0.058,18.09,106.6,14.8,7.14,97.2,0.9,0,0.146,Healthy
273,25.16,5.77,7.26,2.41,3.46,501.0,0.029,8.62,75.9,23.2,4.88,97.8,0.632,0,0.115,Healthy
274,29.24,8.42,7.73,1.07,2.87,473.0,0.0,23.24,54.5,10.25,3.49,96.0,0.704,0,0.06,Healthy
275,29.11,6.03,7.37,2.7,4.2,627.2,0.021,19.27,80.6,13.9,8.55,79.2,0.64,0,0.095,Healthy
276,28.55,6.59,7.24,2.82,3.87,480.6,0.052,24.26,147.7,5.0,7.59,132.4,0.717,0,0.14,Healthy
277,27.06,6.39,7.4,3.2,3.68,383.3,0.022,22.71,76.0,29.88,3.82,55.0,0.738,0,0.088,Healthy
278,27.67,5.57,7.23,2.14,4.15,505.5,0.013,30.04,42.6,6.72,1.5,111.6,0.908,0,0.068,Healthy
279,28.72,7.0,7.35,2.01,3.91,458.8,0.026,30.71,92.3,19.62,4.41,94.0,0.804,0,0.082,Healthy
280,28.26,7.6,7.56,3.57,4.99,378.3,0.08,33.52,73.6,13.69,7.17,88.2,0.75,0,0.157,Healthy
281,28.83,5.71,7.74,2.31,6.49,529.9,0.062,28.89,82.8,37.56,2.32,118.7,0.972,0,0.121,Healthy
282,28.47,7.24,7.68,3.45,3.38,457.9,0.014,24.37,77.3,25.44,6.93,117.5,0.805,0,0.08,Healthy
283,29.07,5.85,7.16,3.73,4.52,464.5,0.011,32.65,97.4,29.57,5.81,98.6,0.752,0,0.1,Healthy
284,27.65,5.04,7.79,3.58,4.4,347.8,0.022,31.88,64.1,33.71,10.07,84.9,0.648,0,0.118,Healthy
285,30.34,6.39,7.46,3.54,3.91,343.4,0.073,31.79,137.3,24.06,3.41,73.8,0.706,0,0.151,Healthy
286,27.27,6.77,7.34,3.39,4.09,408.7,0.036,36.76,62.8,10.39,4.0,97.9,0.662,0,0.12,Healthy
287,25.08,6.89,7.65,1.45,5.15,427.3,0.031,22.73,78.1,8.57,4.56,115.9,0.773,0,0.087,Healthy
288,30.71,6.36,7.14,3.43,4.73,459.3,0.035,21.38,122.2,17.97,10.16,95.0,0.576,0,0.148,Healthy
289,27.7,8.2,7.75,2.16,3.84,456.9,0.023,27.47,103.9,25.77,4.87,71.8,0.988,0,0.071,Healthy
290,29.58,6.55,7.35,3.87,4.2,537.1,0.037,35.81,101.9,17.82,5.41,75.6,0.796,0,0.11,Healthy
291,28.34,7.21,7.72,1.49,4.73,446.6,0.057,30.84,130.4,31.07,6.4,129.7,0.692,0,0.135,Healthy
292,29.52,6.01,7.92,2.58,4.16,373.6,0.031,33.19,77.5,5.0,5.59,80.6,0.65,0,0.135,Healthy
293,27.15,6.44,7.29,4.0,6.27,398.3,0.062,16.5,89.4,24.52,7.7,105.7,0.627,0,0.166,Healthy
294,29.86,6.94,7.55,2.76,2.95,458.1,0.007,17.87,131.1,9.69,6.12,87.1,0.814,0,0.053,Healthy
295,29.09,6.76,7.47,5.6,4.34,451.1,0.005,28.82,81.7,8.04,8.34,73.6,0.841,0,0.067,Healthy
296,28.66,5.15,7.57,3.56,2.23,363.0,0.043,21.5,122.9,19.82,3.79,43.8,0.876,0,0.1,Healthy
297,31.02,6.92,7.68,3.83,6.42,312.2,0.008,29.78,116.8,37.95,2.35,123.0,0.814,0,0.075,Healthy
298,31.03,7.99,7.37,1.33,3.85,370.1,0.03,19.75,52.8,25.72,3.76,120.8,0.94,0,0.066,Healthy
299,28.42,6.06,7.28,1.96,5.85,478.4,0.047,27.97,118.7,15.38,1.51,114.4,0.641,0,0.132,Healthy
300,30.3,6.28,7.41,4.62,2.51,413.5,0.067,32.79,97.1,30.9,9.4,108.4,0.705,0,0.157,Healthy
301,31.62,6.48,7.21,3.79,5.29,393.1,0.008,15.41,81.6,17.91,5.84,130.8,0.742,0,0.093,Healthy
302,26.88,6.27,7.47,2.03,4.03,417.7,0.038,29.03,126.5,26.15,5.68,132.0,0.507,0,0.115,Healthy
303,28.43,6.57,7.15,2.6,4.42,531.2,0.009,27.01,76.7,28.24,6.82,124.5,0.974,0,0.068,Healthy
304,28.48,6.92,8.11,4.03,4.68,428.5,0.03,29.08,81.2,24.22,6.28,61.7,0.847,0,0.144,Healthy
305,29.57,6.96,7.01,1.89,3.18,496.8,0.063,32.98,64.7,21.33,8.2,104.0,0.951,0,0.147,Healthy
306,29.28,5.09,7.28,3.21,3.98,477.8,0.001,27.2,64.6,22.48,7.62,92.7,0.726,0,0.075,Healthy
307,30.98,7.4,7.75,2.85,5.29,492.9,0.0,37.69,106.3,15.08,5.51,101.5,0.775,0,0.069,Healthy
308,25.6,7.75,7.77,3.94,3.37,546.7,0.043,20.24,111.3,5.0,5.67,73.3,0.731,0,0.138,Healthy
309,27.63,6.23,7.61,3.02,6.05,447.0,0.027,24.83,81.4,17.37,7.8,97.0,0.66,0,0.101,Healthy
310,28.28,6.49,7.25,2.21,4.31,532.7,0.022,24.29,51.4,24.11,7.85,80.0,0.642,0,0.105,Healthy
311,30.57,6.54,8.06,2.81,2.98,460.7,0.03,18.73,103.7,26.02,4.99,134.0,0.929,0,0.122,Healthy
312,30.39,6.47,7.6,0.1,4.5,455.3,0.0,33.2,99.6,17.45,6.26,118.6,0.775,0,0.033,Healthy
313,28.83,5.14,7.82,4.14,3.77,493.1,0.057,24.96,76.8,38.42,5.77,82.4,0.697,0,0.165,Healthy
314,29.61,6.21,7.62,6.03,4.12,310.5,0.047,26.55,49.4,24.82,5.88,92.4,0.721,0,0.144,Healthy
315,29.43,7.4,6.95,2.65,3.45,517.4,0.045,16.14,63.5,10.73,9.26,88.9,0.797,0,0.151,Healthy
316,28.35,8.25,7.19,0.1,4.91,457.2,0.044,27.47,79.3,25.5,4.49,89.1,0.625,0,0.124,Healthy
317,29.54,5.55,7.74,3.56,5.48,475.2,0.037,30.65,103.9,17.57,6.54,77.5,0.658,0,0.131,Healthy
318,28.42,6.77,7.53,2.59,4.58,474.9,0.022,19.93,85.3,22.49,6.01,120.7,0.491,0,0.101,Healthy
319,32.19,5.68,7.19,1.29,3.43,394.0,0.043,38.93,76.7,13.37,4.76,99.4,0.866,0,0.108,Healthy
320,31.11,6.37,7.37,4.16,4.35,528.5,0.016,6.93,115.8,16.92,3.25,123.3,0.726,0,0.092,Healthy
321,28.84,5.7,7.74,1.77,1.87,431.7,0.043,18.93,68.9,7.28,9.6,106.7,0.522,0,0.138,Healthy
322,30.05,5.28,7.3,4.32,5.01,416.8,0.018,30.48,71.9,16.56,5.86,109.6,0.771,0,0.098,Healthy
323,32.14,5.64,7.5,0.34,3.45,442.2,0.073,35.63,73.2,18.25,4.91,90.4,0.583,0,0.136,Healthy
324,28.79,5.62,7.54,0.98,2.61,430.0,0.01,27.47,118.4,6.0,5.69,82.0,0.762,0,0.048,Healthy
325,27.6,6.82,7.96,2.55,3.59,440.4,0.021,29.35,105.4,26.28,8.75,93.3,0.746,0,0.116,Healthy
326,29.49,6.32,7.04,2.08,4.16,540.0,0.037,21.92,76.8,18.73,5.48,88.0,0.733,0,0.135,Healthy
327,30.95,5.35,7.41,4.8,4.56,502.8,0.009,29.24,137.9,33.34,6.46,129.2,0.866,0,0.07,Healthy
328,26.89,5.36,7.94,4.51,6.04,453.7,0.014,34.18,139.7,5.0,8.24,115.5,0.89,0,0.107,Healthy
329,28.78,5.6,7.45,5.02,3.53,425.1,0.0,17.3,117.8,19.75,7.9,77.7,0.709,0,0.072,Healthy
330,27.93,6.67,7.42,3.87,3.96,505.4,0.027,25.79,152.4,15.27,6.95,90.6,0.621,0,0.109,Healthy
331,29.16,6.13,7.59,4.13,5.56,539.2,0.0,25.33,81.2,23.11,7.29,106.1,0.744,0,0.066,Healthy
332,26.76,6.77,7.7,3.71,3.99,466.4,0.048,23.81,130.2,9.88,5.93,69.8,0.93,0,0.114,Healthy
333,27.24,6.3,7.43,3.22,4.27,357.9,0.054,40.98,113.7,12.9,7.29,96.3,0.794,0,0.119,Healthy
334,32.92,6.14,7.37,2.21,4.47,547.7,0.01,32.22,75.0,29.95,6.15,134.8,0.549,0,0.086,Healthy
335,27.97,5.49,7.56,3.46,4.2,473.6,0.037,18.85,116.8,21.06,5.18,40.3,0.856,0,0.093,Healthy
336,27.87,7.43,7.55,2.62,4.39,492.3,0.039,41.26,66.1,16.5,7.99,107.9,0.668,0,0.106,Healthy
337,29.95,6.0,7.22,2.02,3.55,497.3,0.034,23.01,64.8,19.66,9.12,126.3,0.866,0,0.099,Healthy
338,27.26,5.86,7.6,2.28,4.21,445.8,0.02,17.38,89.0,17.96,7.11,67.2,0.712,0,0.08,Healthy
339,29.92,7.12,7.56,4.77,5.15,576.1,0.05,18.58,114.3,32.58,7.4,116.3,0.792,0,0.125,Healthy
340,30.53,6.01,7.16,4.14,2.6,426.5,0.058,14.46,86.3,13.29,5.0,110.9,0.704,0,0.168,Healthy
341,30.0,6.75,7.77,1.88,4.79,397.2,0.011,31.88,106.2,16.03,6.36,103.8,0.589,0,0.097,Healthy
342,27.79,7.17,7.19,5.19,3.26,495.5,0.03,33.8,107.5,15.74,3.69,60.0,0.854,0,0.123,Healthy
343,27.64,5.67,6.77,2.72,4.65,475.6,0.044,33.22,94.6,25.54,1.83,109.3,0.754,0,0.173,Healthy
344,31.27,6.85,7.66,1.99,4.98,545.7,0.058,26.24,93.1,19.57,4.56,121.4,0.731,0,0.131,Healthy
345,29.14,4.73,7.81,1.84,4.58,442.6,0.05,29.89,129.7,22.29,5.96,83.0,0.686,0,0.139,Healthy
346,30.78,7.11,7.6,3.86,5.62,449.9,0.0,27.12,20.4,21.96,2.77,116.9,0.687,0,0.07,Healthy
347,29.96,6.94,7.4,2.07,4.03,472.2,0.041,35.6,126.3,17.5,4.73,130.6,0.711,0,0.106,Healthy
348,28.19,6.77,8.04,3.51,4.26,414.1,0.044,31.1,73.9,35.66,8.44,105.2,0.776,0,0.158,Healthy
349,28.92,5.95,7.01,3.27,4.93,446.3,0.025,25.2,142.0,24.98,5.14,137.8,0.826,0,0.123,Healthy
350,27.3,5.85,7.35,5.53,3.75,418.0,0.064,14.68,82.0,24.32,5.34,82.0,0.633,0,0.173,Healthy
351,28.74,6.23,7.33,3.38,4.21,621.7,0.008,17.55,64.9,23.06,4.6,93.6,0.882,0,0.065,Healthy
352,27.26,8.43,7.45,1.68,3.85,376.4,0.047,7.63,112.7,28.98,6.65,76.0,0.607,0,0.117,Healthy
353,30.66,5.41,7.33,5.31,3.64,438.0,0.014,21.71,55.9,21.8,4.15,66.6,1.0,0,0.074,Healthy
354,29.95,5.96,7.52,4.09,0.5,509.7,0.0,24.5,164.4,23.94,6.93,123.0,0.635,0,0.07,Healthy
355,30.89,7.12,7.28,1.9,5.55,425.1,0.057,15.16,81.7,23.68,4.55,112.2,0.814,0,0.126,Healthy
356,30.45,6.18,7.78,1.91,1.81,422.9,0.024,20.9,55.7,24.04,6.68,53.4,0.729,0,0.1,Healthy
357,28.35,6.36,7.86,2.27,5.28,511.7,0.013,35.13,89.8,11.71,5.88,83.5,0.864,0,0.083,Healthy
358,27.68,7.57,7.48,17.03,2.55,524.7,0.051,24.59,108.9,14.51,7.25,122.2,0.388,0,0.255,Healthy
359,27.96,6.17,7.65,19.06,5.24,525.6,0.02,16.78,64.1,17.56,8.64,102.5,0.465,0,0.236,Healthy
360,30.84,6.76,7.35,38.58,3.48,565.0,0.044,28.36,123.4,18.54,3.72,52.8,0.616,0,0.398,Healthy
361,29.69,5.91,7.91,24.63,4.44,442.7,0.021,17.03,96.3,25.78,8.72,128.7,0.866,0,0.265,Healthy
362,29.17,6.61,7.95,36.55,3.47,388.2,0.072,21.89,98.6,35.11,8.66,104.9,0.446,0,0.465,Healthy
363,30.52,5.92,7.31,38.29,5.1,436.2,0.034,28.02,79.0,8.17,8.85,56.8,0.614,0,0.388,Healthy
364,27.3,8.04,7.36,40.84,2.49,543.6,0.028,26.18,104.7,17.47,5.89,97.9,0.504,0,0.405,Healthy
365,28.6,6.25,7.6,1.83,4.48,514.9,0.009,31.67,79.6,22.06,6.04,54.6,0.684,0,0.067,Healthy
366,30.96,5.0,7.77,2.94,3.43,413.1,0.022,29.33,121.4,26.1,8.59,118.0,0.734,0,0.103,Healthy
367,26.58,6.16,7.74,1.31,4.75,494.4,0.05,14.14,85.8,20.35,7.1,109.2,0.667,0,0.13,Healthy
368,27.46,6.49,7.37,2.44,4.71,460.8,0.007,17.75,115.4,14.18,8.34,129.4,0.709,0,0.069,Healthy
369,30.86,5.12,7.83,1.15,3.94,413.1,0.057,17.48,109.6,14.12,4.85,107.4,0.745,0,0.139,Healthy
370,28.76,6.51,7.54,5.03,3.27,507.1,0.008,44.98,85.8,32.26,7.26,99.8,0.733,0,0.078,Healthy
371,25.33,7.16,6.98,3.19,4.23,402.5,0.019,22.68,119.3,20.41,7.89,95.1,0.778,0,0.121,Healthy
372,27.45,6.11,7.54,3.11,4.57,347.3,0.019,32.36,43.4,16.25,5.76,111.4,0.685,0,0.084,Healthy
373,31.4,7.97,7.53,2.41,3.92,517.0,0.042,44.68,76.3,13.31,4.76,116.6,0.608,0,0.113,Healthy
374,29.71,7.83,7.69,3.55,4.1,476.4,0.006,23.45,114.5,23.96,4.97,89.5,0.689,0,0.085,Healthy
375,29.23,6.86,7.62,2.06,4.29,423.2,0.01,21.38,115.4,14.62,5.24,89.3,0.636,0,0.076,Healthy
376,28.19,6.34,7.09,5.3,3.71,527.1,0.0,15.68,127.1,20.6,5.34,98.7,0.857,0,0.096,Healthy
377,28.29,2.93,8.03,2.16,1.77,535.5,0.047,20.05,70.9,28.97,6.17,68.0,0.336,0,0.195,Healthy
378,29.16,3.09,7.32,1.87,2.58,427.1,0.044,8.48,86.6,18.21,4.07,128.3,0.414,0,0.146,Healthy
379,27.04,3.96,7.76,1.33,6.62,502.5,0.03,27.77,122.0,25.04,8.3,108.3,0.305,0,0.143,Healthy
380,32.26,4.33,7.81,3.84,3.74,492.3,0.01,31.42,125.6,21.14,6.6,86.6,0.442,0,0.128,Healthy
381,29.85,3.84,7.54,2.6,3.34,526.2,0.042,27.02,70.2,30.15,3.01,78.7,0.572,0,0.119,Healthy
382,28.71,4.19,7.36,3.48,5.2,467.6,0.037,19.44,72.2,27.0,5.6,118.4,0.341,0,0.152,Healthy
383,27.62,5.62,7.81,2.33,3.84,348.4,0.069,29.7,83.4,23.79,5.31,113.7,0.783,0,0.156,Healthy
384,27.54,5.99,7.44,4.5,2.65,565.7,0.034,18.12,52.1,5.0,3.74,65.2,0.694,0,0.112,Healthy
385,32.32,7.14,7.78,2.12,3.6,416.5,0.012,24.65,110.3,14.85,3.43,75.7,0.956,0,0.063,Healthy
386,29.11,6.45,7.44,3.12,5.86,449.3,0.037,34.61,115.9,11.29,6.68,103.4,0.625,0,0.112,Healthy
387,31.73,6.38,7.15,2.8,5.04,375.7,0.033,13.76,62.6,11.85,3.29,114.5,0.719,0,0.125,Healthy
388,26.63,7.24,7.5,4.19,3.22,344.8,0.004,12.76,105.8,24.48,4.66,80.1,0.847,0,0.051,Healthy
389,27.84,8.07,7.36,2.97,3.56,313.8,0.049,30.07,114.9,24.35,2.49,122.1,0.674,0,0.131,Healthy
390,29.83,6.8,7.39,4.21,5.25,521.0,0.031,24.7,79.2,11.67,7.32,90.2,1.0,0,0.082,Healthy
391,29.16,6.72,7.01,1.64,4.56,452.6,0.051,23.34,88.1,29.34,5.15,122.0,0.743,0,0.15,Healthy
392,34.89,5.6,7.92,0.61,4.05,459.3,0.024,30.98,91.2,25.72,5.91,98.1,0.458,0,0.131,Healthy
393,28.62,6.92,7.02,3.46,4.63,359.5,0.016,30.82,94.5,28.5,7.47,105.5,0.834,0,0.111,Healthy
394,30.28,6.97,7.53,1.88,3.98,427.4,0.047,15.44,64.2,25.29,7.05,83.0,0.864,0,0.09,Healthy
395,28.45,7.41,7.29,3.34,4.26,395.2,0.029,33.16,121.8,21.09,7.92,100.4,0.901,0,0.092,Healthy
396,29.2,6.54,7.7,2.73,3.48,428.8,0.019,16.97,123.7,19.56,4.17,65.8,0.721,0,0.092,Healthy
397,27.95,6.94,7.6,1.56,3.42,456.3,0.001,27.28,77.1,17.57,4.34,77.0,0.689,0,0.054,Healthy
398,31.0,6.63,7.54,1.77,2.65,470.5,0.036,16.4,95.9,6.89,3.89,127.1,0.9,0,0.072,Healthy
399,28.77,6.63,7.44,1.17,3.77,532.4,0.017,34.61,81.9,23.86,5.24,93.9,0.662,0,0.07,Healthy
400,29.66,5.93,7.16,0.65,3.2,511.8,0.018,27.79,87.8,18.56,4.9,79.2,0.89,0,0.072,Healthy
401,30.41,6.25,7.66,3.36,3.31,530.6,0.046,39.29,70.2,22.93,7.09,129.4,0.719,0,0.128,Healthy
402,29.8,6.75,7.45,3.14,5.39,380.2,0.025,30.51,79.9,31.03,6.49,92.6,1.0,0,0.06,Healthy
403,29.53,8.47,7.75,1.47,4.14,453.3,0.03,33.1,70.6,22.53,1.31,92.7,0.771,0,0.097,Healthy
404,28.98,5.8,7.55,1.74,3.17,407.3,0.012,34.16,134.3,30.31,4.62,114.5,0.838,0,0.05,Healthy
405,31.12,7.18,7.41,2.27,3.1,422.4,0.027,41.04,137.9,14.78,9.9,99.7,0.589,0,0.102,Healthy
406,29.85,6.66,7.71,4.15,4.7,534.0,0.01,31.69,95.4,28.81,3.17,108.8,0.82,0,0.083,Healthy
407,29.68,6.74,7.42,3.76,5.21,418.4,0.069,29.99,148.0,24.51,5.68,152.5,0.667,0,0.156,Healthy
408,29.29,6.32,7.47,3.79,2.76,439.1,0.048,39.22,61.4,21.59,5.07,80.1,0.814,0,0.111,Healthy
409,28.02,8.02,7.68,4.02,2.25,439.3,0.063,28.04,120.9,8.12,7.16,104.8,0.698,0,0.157,Healthy
410,28.15,7.7,7.63,2.84,4.73,450.8,0.034,5.37,64.5,23.15,5.19,106.2,0.682,0,0.108,Healthy
411,33.77,6.61,7.77,2.75,4.29,446.5,0.011,22.79,103.7,22.3,6.8,117.6,0.591,0,0.102,Healthy
412,30.44,6.1,7.46,3.38,2.93,479.4,0.012,29.19,116.1,15.86,6.67,142.2,0.578,0,0.086,Healthy
413,27.54,6.01,7.84,1.79,3.09,533.4,0.033,22.35,137.9,19.62,3.36,92.3,0.67,0,0.122,Healthy
414,27.32,6.54,7.4,1.29,4.29,559.3,0.047,30.31,137.4,5.0,4.94,58.6,0.643,0,0.115,Healthy
415,27.34,7.3,7.47,2.04,3.98,370.7,0.014,8.63,88.3,26.15,6.37,92.4,0.795,0,0.056,Healthy
416,27.65,7.24,7.38,2.62,5.49,456.8,0.032,32.69,34.6,26.43,8.16,89.9,0.648,0,0.106,Healthy
417,26.95,6.36,7.3,3.69,3.9,377.8,0.016,27.8,109.3,15.36,4.01,132.7,0.668,0,0.101,Healthy
418,29.68,6.02,7.5,4.14,5.2,446.9,0.018,18.06,61.9,25.71,4.48,98.4,0.775,0,0.076,Healthy
419,26.62,6.13,7.46,1.31,5.72,434.7,0.0,9.88,83.7,25.14,2.66,134.6,0.718,0,0.042,Healthy
420,27.9,5.5,7.39,4.37,5.9,504.1,0.052,23.21,105.3,9.1,7.61,72.6,0.78,0,0.131,Healthy
421,28.23,5.64,7.16,1.07,3.91,399.0,0.0,26.8,95.8,33.03,5.11,92.8,0.598,0,0.083,Healthy
422,28.08,6.01,7.43,4.16,4.83,465.1,0.05,26.57,83.4,21.62,3.43,66.3,0.832,0,0.118,Healthy
423,28.95,6.59,7.56,2.05,5.29,306.0,0.054,17.81,149.3,14.11,6.35,86.9,0.672,0,0.121,Healthy
424,29.35,6.44,7.9,4.0,4.67,362.6,0.003,11.56,68.7,6.21,5.56,112.2,0.802,0,0.094,Healthy
425,29.41,6.12,7.43,2.0,3.26,538.7,0.044,26.95,88.5,16.99,6.17,104.9,0.769,0,0.101,Healthy
